gene_id	gene_name	SRR8521732	SRR8521733	SRR8521735	SRR8521737	SRR8521738	SRR8521656	SRR8521658	SRR8521673	SRR8521679	SRR8521683	SRR8521692	SRR8521696	SRR8521702	SRR8521723	SRR8521662	SRR8521675	SRR8521677	SRR8521694	SRR8521698	SRR8521700	SRR8521706	SRR8521666	SRR8521668	SRR8521670
ENSG00000128833	MYO5C	5.82	1.31	2.11	13.96	10.91	1.65	2.57	1.8	4.46	1.36	0.14	0.31	3.58	2.01	0.68	1.02	0.49	0.16	3.51	0.64	1.39	1.21	2.16	4.63
ENSG00000128849	CGNL1	0	0	0.03	0.04	0.03	0	0.04	0.02	0.02	0.02	0.02	0.12	0.09	0.05	0.03	0.01	0.01	0	0.04	0.03	0.06	0.05	0.03	0.05
ENSG00000128872	TMOD2	6.04	6.33	2.96	2.53	4.23	9.58	11.32	3.95	3.36	8.86	9.85	5.76	1.12	7.12	2.67	9.26	9.07	0.25	5.13	2.7	1.83	4.81	3.84	3.15
ENSG00000128881	TTBK2	10.97	5.84	5.32	4.91	7.48	5.55	7.78	7.54	9.73	5.26	3.58	5.55	10.73	7.33	3.6	1.37	11.24	0.92	9.15	7.29	17.49	7.86	9.71	7.57
ENSG00000128886	ELL3	0.07	0.58	1.13	2.5	2.33	0.89	0.65	0.15	0.31	2.09	1.27	0.66	0.71	1.11	0.4	0.04	0.57	11.13	0.59	0.69	0.46	0.4	1.51	1.82
ENSG00000128891	CCDC32	12.73	12.13	13.24	9.62	17.41	10.13	31.92	8.39	9.84	10.92	11.74	18.29	8.85	24.84	8.45	12.72	16	7.54	18.41	18.93	15.63	15.61	9	10.77
ENSG00000128908	INO80	12.3	12.61	12.06	28.84	18.78	8.19	7.42	10.45	14.29	7.55	17.52	9.36	18.36	19.09	7.6	9.43	9.66	40.7	13.79	7.06	26.1	15.37	15.56	21.82
ENSG00000128915	ICE2	55.43	73.06	66.86	79.39	82.14	85.7	72.76	66.08	18.5	49.65	16.48	35.54	36.4	41.77	56.2	62.19	63.83	56.88	27.01	35.62	52.43	54.43	60.49	67.47
ENSG00000128917	DLL4	0	0	0.04	0.59	0.07	0	0.17	0	0	0.02	0	0	0.33	0.16	0.04	0.01	0.11	0	0.14	0.02	0.03	0.3	0.26	0.75
ENSG00000128918	ALDH1A2	1.03	0.09	0.02	0	0	0.38	0.44	0.03	0.65	0.04	0	0.16	0.62	0	0.48	0.62	0.34	0.34	0	0.11	0	0.11	0.23	1.92
ENSG00000128923	MINDY2	5.83	2.18	3.16	3.17	3.52	1.93	4.64	4.05	3.9	4.38	5.14	3.18	6.39	4.64	3.82	6.02	4.33	1.87	4.49	2.82	5.53	9.1	7.49	8.32
ENSG00000128928	IVD	32.44	36.44	28.66	33.13	29.57	40.72	31.39	36.34	28.97	20.9	9.4	39.2	61.14	81.89	35.58	41.28	27.52	4.12	14.72	32.74	37.04	22.89	24.72	63.97
ENSG00000128944	KNSTRN	17.02	10.02	12.61	5.96	7.95	17.68	10.5	16.49	10.17	9.07	3.29	9.65	17.17	9.8	33.71	22.94	22.87	11.6	4.51	24.4	4.09	4.1	2.77	12.93
ENSG00000128951	DUT	872.43	779	800.5	606.29	275.29	623.04	482.26	559.37	489.63	354.61	76.76	378.95	511.94	743.3	614.68	430.41	369.24	436.95	287.93	506.41	271.67	243.55	248.46	355.62
ENSG00000128965	CHAC1	0	0.01	0	0	0	0	0	0.03	0.05	0.01	0	0.3	0.12	0.03	0	0	0	1.29	3.24	0.16	0.08	0.31	0	0.76
ENSG00000128973	CLN6	7.32	4.94	4.44	3.79	2.08	2.51	1.92	1.49	3.6	1.67	3.12	3.99	20.63	7.97	3.42	3.75	2.92	3.78	3.67	3.29	5.72	4.54	5.06	8.34
ENSG00000128989	ARPP19	18.18	19.28	20.74	27.32	34.08	21.33	16.07	19.46	54.78	20.32	31.49	12.9	18.35	20.53	24.62	16.4	35.3	37.84	19.62	13.02	23.42	19.01	21.52	28.14
ENSG00000129003	VPS13C	27.21	31.15	33.99	52.77	52.59	18.83	41.35	25.3	27.33	30.35	30.65	52.92	41.98	22.61	27.91	29.61	15.93	14.11	47.21	21.15	54.67	68.03	55.55	60.64
ENSG00000129007	CALML4	8.05	5.14	3.67	1.52	1.67	15.7	20.71	3.35	12.09	17.83	1.35	14.42	16.69	10.92	2.15	40.26	17.63	5.44	0	3.06	4.2	4.02	4.2	7
ENSG00000129009	ISLR	0	0	0	0	0	0	0	0	0	0	0	1.41	0.07	0	0	0	0	0	1.78	1.79	0.05	0.01	0	0
ENSG00000129028	THAP10	4.56	0	0.59	0.05	1.8	0	0	0.09	1.52	0	0	0.04	0	1.97	0.01	0.15	0.03	0	0	0.02	0	0	0.02	1.83
ENSG00000129038	LOXL1	0	0	0.47	0.01	0.55	0	0	0	0	0	1.38	0.41	0.36	0.8	1.06	0	0.59	0.06	1.31	0.05	0.79	0.77	0.57	0.56
ENSG00000129048	ACKR4	0	0.06	0.74	2.01	0.21	0.35	0	0.06	0.09	0.08	1.08	0.54	3.1	0.53	0.23	1.49	0.02	0	1.61	0.98	1.96	1.73	1.58	4.11
ENSG00000129055	ANAPC13	17.46	47.69	37.17	45.16	48.17	44.23	41	25.65	41	35.14	30.43	39.48	32.83	32.21	49.4	55.78	40.09	16.86	19.64	39.14	35.95	34.75	34.34	42.08
ENSG00000129071	MBD4	20.87	42.5	36.52	39.45	25.21	29.94	31.11	26.83	36.39	34.75	17.12	35.15	24.01	32.46	29.58	39.85	38.43	29.57	44.57	40.63	24.2	31.55	26.78	41.28
ENSG00000129083	COPB1	34.31	43.43	45.81	59.97	50.38	58.89	38.91	42.33	75.75	38.36	36.32	37.35	45.85	44.41	56.67	42.64	52.75	23.05	40.33	28.05	36.88	39.96	34.44	59.52
ENSG00000129084	PSMA1	233.01	276.76	245.57	232.38	231.96	270.65	191.79	164.15	401.06	173.27	193.34	284.94	267.67	307.92	265.66	245.74	186.33	161.14	248.11	262.65	252	240.81	239.52	491.33
ENSG00000129103	SUMF2	24.99	38.99	39.83	73.16	46.75	40.44	31.62	45.43	32.68	44.36	25.11	37.91	82.86	68.54	30.84	46.25	20.43	15.61	36.94	32.08	59.34	67.08	60.72	40.9
ENSG00000129116	PALLD	0.34	2.2	2.55	6.59	9.57	0.22	2.45	1.95	0.39	14.08	0.16	1.13	3.28	33.07	1.97	2.79	1.6	0.55	5.63	0.85	2.7	5.71	3.09	4.76
ENSG00000129128	SPCS3	381.23	282.95	416.44	147.36	111.54	306.61	336.28	306.05	416.23	211.06	183.77	428.96	141.72	234.88	238.24	358.38	252.34	335.99	448.55	388.31	211.66	177.88	160.71	181.22
ENSG00000129151	BBOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129152	MYOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129158	SERGEF	3.25	4.39	5.08	10.74	7.36	3.15	4.71	5.18	4.68	9.53	2.1	11.36	5.9	13.16	6.31	8.38	1.24	5.51	15.69	13.6	11.2	28	20.89	19.27
ENSG00000129159	KCNC1	0.2	0.03	1.58	7.1	4.37	0.08	2.19	0.01	0.36	0.27	0.43	1.8	1.37	5.31	1.85	2.52	0	0.02	0.6	0.32	4.11	3.58	5.72	2.69
ENSG00000129167	TPH1	0.21	0.59	0.47	1.29	3.17	0.39	1.1	0.27	0.37	0.49	0.58	0.4	0.58	0.64	0.26	0.14	0.06	0.03	0.81	0.85	1.37	1.05	0.65	0.85
ENSG00000129170	CSRP3	0.01	0	0.17	0.07	0.03	0	0	0	0.03	0.02	0.02	0	0.07	0.5	0.09	0.01	0	0	0.03	0.01	0	0.14	0.03	0.6
ENSG00000129173	E2F8	7.3	6.55	7.8	4.71	0.41	1.87	1.62	3.14	9.6	1.59	0.02	7.69	3.43	7.87	18.59	2.92	10.13	2.45	1.15	7.39	2.09	0.75	1.71	1.8
ENSG00000129187	DCTD	5.55	22.09	21.9	12.64	23.65	32.5	17.34	13.23	25.29	11.46	13.3	11.06	14.99	20.29	6.3	17.97	24.32	9.15	20.98	9.7	21	14.03	21.3	26.76
ENSG00000129194	SOX15	0	0.38	0.08	0.56	0.3	8.12	0.25	0	0.96	0.29	1.16	0.27	0.9	0.94	0.05	0.45	0.64	1.06	0.07	0	0.25	0.25	1.77	4.85
ENSG00000129195	PIMREG	0.08	0.9	2.02	0.58	0.14	0.12	0.4	0	0.32	0	0	1.41	4.43	1.3	0	0	2.48	0.05	1.28	0.77	1.6	0.14	0.05	0.2
ENSG00000129197	RPAIN	61.74	80.01	81.92	89.38	70.28	107.08	52.06	58.58	59.7	54.98	21.69	60.55	101.2	97.4	111.23	83.08	36.65	60.71	59.79	60.65	71.6	70.82	67.61	100.44
ENSG00000129204	USP6	0.01	0.01	0.43	0.4	1.44	0	0	0	0.14	0.4	0.17	0.11	2.59	0.13	0.32	0.46	0.01	0.59	0.03	0.27	0.38	0.14	0.62	0.53
ENSG00000129214	SHBG	0	0	0	0	0.19	0	0	0	0	0.3	0	0	0.92	0.35	0.05	0	0	0	0	0	0	0	0.08	3.44
ENSG00000129219	PLD2	4.94	2.84	1.23	0.37	1.12	0.81	0.61	0.29	1.19	3.44	2.43	2.05	0.79	3.03	0.13	2.04	2.88	2.33	2.13	1.39	2.25	0.98	3.36	1.98
ENSG00000129221	AIPL1	0.04	0	0.03	0.2	0.03	0.02	0.36	0.03	0	0.06	0.02	0.06	0.41	0.09	0.09	0.07	0	0.02	0.04	0.03	0.16	1.28	0.1	0.34
ENSG00000129226	CD68	26.65	11.61	9.99	2.27	0	58.69	47.56	14.03	91.44	58.6	44.44	81.53	1.42	24.51	7.29	58.55	50.77	18.7	0.55	21.87	3.13	5.22	0.48	9.48
ENSG00000129235	TXNDC17	248.33	339.63	262.77	238.72	97.98	293.56	326.21	228.42	132.31	203.13	124.12	193.58	153.46	221.56	372.41	203.83	273.39	114.16	116.36	163.9	136.36	93.54	98.78	165.79
ENSG00000129244	ATP1B2	0.37	0.41	0.32	0.87	0.16	0.01	0.03	0.21	0.02	0.03	0.03	0.34	0.21	0.6	1.19	0.01	2.13	3.19	0.02	1.3	0.95	3.73	0.35	1.25
ENSG00000129245	FXR2	1.09	2.29	1.88	13.86	3.82	1.29	1.29	3.48	3.13	4.29	4.05	2.96	6.07	14.17	2.46	3.73	0.58	2.19	1.75	1.45	12.9	9.65	6.72	11.91
ENSG00000129250	KIF1C	7.05	2.16	2.16	0.12	0.37	3.59	2.12	1.93	0.73	3.24	5.43	5.95	0.22	1.27	0.68	2.15	0.05	1.05	3.67	3.95	1.54	3.93	1.09	0.77
ENSG00000129255	MPDU1	11.21	16.64	17.01	22.07	19.05	9.02	15.23	9.15	13.89	14.59	6.65	24.73	36.22	48.41	19.69	17.18	8.87	8.87	9.8	11.12	21.7	24.86	24.41	66.61
ENSG00000129292	PHF20L1	40.91	45.42	53.72	52.13	47.29	59.75	44.26	34.38	65.03	39.28	36.58	49.83	44.5	34.01	45.79	48.44	44.11	31.4	49.12	34.92	39.15	58.42	41.61	42.84
ENSG00000129295	DNAAF11	7.13	2.18	3.85	13.01	7.98	11.42	1.3	3.15	13.59	7.44	0.87	5.66	4.87	11.66	9.24	7.33	1.2	6.96	4.9	2.07	1.79	1.62	8.2	7.24
ENSG00000129315	CCNT1	4.75	10.71	7.73	14.19	23.3	10.92	4.6	7.3	14.31	5.75	21.48	12.19	10.62	6.44	6.61	5.55	6.36	11.09	27.28	8.26	11.53	10.03	15.54	8.75
ENSG00000129317	PUS7L	61.79	40.92	54.2	57	59.9	35.96	44	37.16	32.03	33.26	21.75	31.99	27.47	30.75	52.43	28.76	27.71	24.32	38.51	24.53	42.13	41.75	34.89	49.26
ENSG00000129347	KRI1	18.17	14.87	15.41	7.78	6.45	12.71	16.4	15.62	3.47	16.6	16.23	10.56	8.96	17.95	13.85	14.93	11.94	12.2	12.36	9.06	15.8	19.8	21.1	23.94
ENSG00000129351	ILF3	98.84	151.05	155.46	198.91	142.57	82.65	75.25	115.9	174.04	87.06	161.88	112.12	249.37	182.08	115.68	90.03	81.83	245.96	185.81	141.79	188.81	179.31	222.73	254.73
ENSG00000129353	SLC44A2	9.47	8.04	8.64	5.39	5.95	6.02	5.95	4.19	5.6	8.07	7.62	1.1	4.57	6.11	3.82	9.13	7.46	2.37	13.47	2.96	26.5	27.37	25.69	9.16
ENSG00000129354	AP1M2	0	0.4	0.05	0.14	0	0	0	0	0	0	0.04	0	0.05	0.26	0	0	0	0	0	0	0	0	0	0
ENSG00000129355	CDKN2D	19.24	9.11	8.8	3.82	1.87	7.75	11.92	8.61	19.91	11.51	35.91	17.35	1.31	20.49	9.48	13.33	13.23	12.92	15.74	17.57	26.86	33.69	25.34	23.92
ENSG00000129422	MTUS1	3.46	1.31	1.59	3.47	2.88	0	1	4.18	0.01	0.03	0	2.62	0.6	4.53	2.01	0	2.31	0.02	7.99	7.92	4.68	3.76	3.23	2.78
ENSG00000129437	KLK14	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129450	SIGLEC9	4.27	3.97	1.69	0.29	0.12	1.97	1.85	0.54	1.73	6.08	1.3	3.72	0.84	2.71	0.72	9.12	3.07	1.68	0.51	1.58	0.25	2.21	0.39	0.79
ENSG00000129451	KLK10	0.06	0.02	0.09	0.36	0.23	0	0.05	0.05	0.05	0.18	0.25	0.11	0.14	0.23	0.15	0.07	0.13	0.12	0.07	0.09	0.24	0.49	0.26	0.1
ENSG00000129455	KLK8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129460	NGDN	47.33	59.06	47.62	35.24	30.66	40.04	37.32	29.03	45.97	26.43	75.48	25.55	31.35	30.05	51.19	40.44	29.17	56.52	109.56	50.37	35.83	48.06	31.06	38.07
ENSG00000129465	RIPK3	3.04	1.17	0.6	0.38	0.85	0.83	2.41	1	0.02	2.36	0.81	1.78	1.92	5.28	0.16	4.23	1.38	0.04	0.48	0.47	4.04	4.95	5.21	3.5
ENSG00000129467	ADCY4	0.04	0.04	0.03	0.81	0.15	0.09	0.96	0.18	0.02	1.57	1.99	1.47	0.13	1.62	0.52	0.52	0.37	0.02	0.44	0.16	0.96	0.67	0.37	0.92
ENSG00000129472	RAB2B	6.25	8.88	10	17.72	15.89	14.04	12.48	5.8	15.24	9.11	18.23	10.4	8.08	8.69	9.04	15.02	5.42	5.42	13.59	9.89	10.73	13.8	12.65	15.78
ENSG00000129473	BCL2L2	0.55	0.55	3.46	2.81	6.64	2.25	4.17	2.27	3.81	4.52	2.73	3.73	5.29	8.03	1.58	6.27	0.48	0.58	2.09	2.49	2.98	1.07	4.35	7.35
ENSG00000129474	AJUBA	0	0.05	0.04	0.09	0.5	0.19	0.02	0.04	0	0.03	0.11	0	0.25	0.03	0	0.24	0	0	0	0.22	0.14	0.87	0.54	0.63
ENSG00000129480	DTD2	12.62	22.39	23.24	14.17	11.52	21.37	12.62	14.24	4.67	2.73	0.58	10.98	13.18	23.37	14.58	8.85	22.32	16.15	6.31	20.83	15.38	18.21	18.53	16.99
ENSG00000129484	PARP2	18.08	23.56	17.15	21.02	20.9	14.98	10.52	12.28	14.17	16.86	16.32	13.19	12.62	20.82	29.82	19.31	22.48	28.5	15.92	21.35	12.05	11.41	11.3	16.92
ENSG00000129493	HEATR5A	7.2	3.76	2.57	8.01	9.66	10	2.7	1.11	17.36	5.74	2.35	2.44	4.02	5.92	10.61	6.91	0.5	0.17	2.52	6.41	6.08	2.25	1.98	4.56
ENSG00000129514	FOXA1	0	0.01	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0.01	0	0	0.25	0	0	0	0.01	0	0
ENSG00000129515	SNX6	140.05	159.46	144.85	141.8	150.02	257.13	259.22	161.11	253.53	218.68	150.01	158.73	82.43	121.07	147.72	229.97	166.95	202.45	166.73	134.76	146.6	145.64	153.1	133.08
ENSG00000129518	EAPP	90.88	110.15	106.97	94.32	128.37	105.25	130.49	108.04	166.65	90.17	114.99	68.33	40.01	56.05	97.15	73.28	86.99	170.56	146.72	56.82	66.94	53.71	73.65	78.39
ENSG00000129521	EGLN3	0.35	0.38	1.29	3.28	9.29	0.77	0.71	0.15	0	0.05	0	0	0.13	0.67	0.63	0	0.97	0	0	0.8	2.7	9.26	8.85	1.55
ENSG00000129534	MIS18BP1	161.05	108.84	179.45	181.16	95.29	204.38	139.57	108.1	372.45	166.35	229.83	268.54	142.95	142.51	160.04	135.77	92.97	111.22	95.88	250.75	50.53	42.42	44.94	86.43
ENSG00000129535	NRL	0.56	0.18	0.07	0.1	0.08	0.82	0.35	0.32	0	0.14	0.05	0.2	1.57	0.68	0.28	0.1	0.8	0.12	0.13	0.13	1.94	0.94	1.36	2.01
ENSG00000129538	RNASE1	7.51	8.55	3.89	0	0	0.74	1.38	1.5	0.34	0.21	0	2.18	0.04	3.02	2.67	1.93	0	5.53	0	1.19	2.16	26.06	4.42	5.99
ENSG00000129559	NEDD8	198.4	222.8	140.08	202.86	182.73	181.83	166.99	82.84	119.41	95.3	76.9	209.14	139	179.66	283.52	189.14	203.07	99.88	165.42	213.74	201.28	182.54	176	170.98
ENSG00000129562	DAD1	121.11	174.44	144.63	157.92	137.63	197.73	119.11	87.12	90.91	76.51	52.22	190.86	235.3	172.8	177.44	223.59	108.85	101	137.96	206.93	179.39	182.67	147.79	155.93
ENSG00000129566	TEP1	3.49	3.32	2.41	4.05	2.11	3.35	5.97	1.58	5.3	6.76	2.07	4.91	7.18	5.65	2.38	11.73	3.12	2.33	4.27	1.92	6.05	3.68	6.78	8.36
ENSG00000129595	EPB41L4A	3.96	1.3	2.42	0.24	2.58	0.17	2.29	2.07	0.05	0.19	0.17	5.39	1.45	2.67	3.78	0.17	1.88	8.86	14.78	13.96	3.43	2.47	2.05	2.42
ENSG00000129596	CDO1	0	0	0.06	0.02	0	0	2.05	0	0	0	0	0.03	0.22	0.04	0.02	0	0	0	0	0	0	0.04	0	0
ENSG00000129625	REEP5	95.56	94.72	94.94	16.23	2.52	123.62	92.55	33.64	124.34	60.48	66.88	96.77	50.53	48.75	84.55	150.36	118.4	86.25	125.62	179.4	79.81	104.68	81.42	72.39
ENSG00000129636	ITFG1	21.11	22.85	27.14	13.38	14.56	18.96	23.72	14.42	18.29	24.72	11.07	35.93	28.18	23.06	19.59	36.8	25.99	43.38	13.74	25.67	14.85	13.41	17.08	23.94
ENSG00000129646	QRICH2	0.32	0.3	0.24	0.71	0.14	0.3	0.14	0.38	0.02	0.13	0.14	0.44	0.51	0.24	0.16	0.07	0.91	0.01	0.2	0.28	1.26	1.3	0.54	0.87
ENSG00000129654	FOXJ1	0	0.01	0.01	0.05	0.09	0	0	0.06	0	0.01	0	0	0.03	0.06	0	0.2	0	0	0	0	0.45	0.07	0.47	0.22
ENSG00000129657	SEC14L1	47.6	64.97	92.35	42.15	61.28	44.3	69.4	50.55	108.97	65.45	203.09	122.28	51.22	54.08	39.48	81.59	44.14	182.18	125.32	194.18	63.03	73.81	69.26	99.2
ENSG00000129667	RHBDF2	3.09	1.97	2.1	2.44	1.26	3.7	5.11	1.49	2.92	6.71	2.6	5.76	3.34	6.99	1.13	11.05	1.6	4.26	5.8	3.91	3.99	4.05	4.19	3.76
ENSG00000129673	AANAT	2.24	0	0.03	0.1	0	0.05	0.03	0	0.04	0.53	0	0	0.08	0.02	0.04	0.03	0.23	0.09	0.04	0.29	0.71	0.14	0.02	0.24
ENSG00000129675	ARHGEF6	14.6	18.93	21.57	28.07	30.21	23.68	18.01	12.14	18.84	16.93	13.88	21.63	48.9	20.84	6.14	20.76	10.36	3.26	18.29	12.84	21.52	19.28	21.52	20.82
ENSG00000129680	MAP7D3	19.38	15.74	20.61	27.28	23.11	22.6	9.57	11.36	18.87	19.33	11.64	8.51	18.31	10.03	14.42	13.25	7.79	10.15	9.47	8.97	10.61	9.27	9.68	12.18
ENSG00000129682	FGF13	0.02	0	0.4	1.03	0.21	0.25	0.01	0.01	0.18	0.01	0.02	0.01	0.03	0.05	0.03	0	0.01	0.01	0.02	0.02	0.03	0.06	0.56	0.18
ENSG00000129691	ASH2L	26.3	35.53	36.33	16.28	22.29	50.49	36.29	21.26	68.16	16.86	28.7	23.61	39.38	23.19	18.79	36.72	54.57	18.71	36.47	27.54	18.41	32.7	24.98	34.61
ENSG00000129696	TTI2	2.02	3.02	1.64	5.02	1.88	4.94	2.44	0.8	2.62	1.16	1.34	1.39	7.08	5.84	3.13	3.65	9.62	1.75	4.13	0.86	7.48	3.2	3.19	8.1
ENSG00000129744	ART1	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.13	0	0.02	0	0	0	0	0.15	0.04	0	0.35
ENSG00000129749	CHRNA10	0	0.55	0.14	0.51	0.02	0	0.03	0.02	0	0.81	0	0	0.45	0.59	0.08	0	0	0	0.65	0.32	0.49	1.4	0.79	1.55
ENSG00000129757	CDKN1C	1.59	5.2	4.56	5.39	13.12	11.75	10.67	15.75	6.01	2.62	17.29	7.46	4.22	7.33	16.17	43.79	5.44	1.39	7.99	16.79	3.39	5.62	2.77	11.6
ENSG00000129810	SGO1	42.46	16.9	18.36	9.34	1.41	10.42	9.76	24.69	27.15	13.93	1.62	14.21	10.59	18.35	57.19	8.32	12.97	29.76	3.46	25.17	6.35	7.28	5.54	16.89
ENSG00000129816	TTTY1B	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129824	RPS4Y1	101.51	145.64	118.92	195.98	248.57	0	96.29	0	85.77	0	139.74	86.27	4.07	217.71	56.22	127.91	0	79.13	145.2	83.46	359.06	0	0	0
ENSG00000129845	TTTY1	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129862	VCY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129864	VCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129873	CDY2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129910	CDH15	0.04	0.03	0.02	0.22	0.03	0.03	0.03	0	0	0.03	0.01	0.07	0.08	0.17	0.06	0.03	0.01	0.01	0	0.07	0	0.33	0.09	1.76
ENSG00000129911	KLF16	0.34	0.94	1.39	0.76	0.25	1.07	0.82	0.48	0.91	1.91	0.55	0.63	2.62	0.73	0.9	2.51	0.85	0.11	0.23	0.58	0.49	1.71	1.45	2.88
ENSG00000129925	PGAP6	4.43	2.14	1.52	1.71	0.86	0.92	5.04	1.72	2.58	2.53	2.02	4.13	2.52	1.41	0.51	6.5	5.46	4.51	6.53	1.52	7.06	12.2	5.91	4.84
ENSG00000129932	DOHH	0.29	0.36	0.63	0.44	0.47	0.4	1.24	1.06	0.64	0.5	0.09	0.55	1.82	1.67	0.47	0.98	0.07	1.58	0.45	0.83	1.43	1.71	1.21	3.75
ENSG00000129933	MAU2	3.21	3.21	4.23	4.55	4.73	5.31	5.29	2.69	6.7	6.17	9.09	4.13	10.43	6.95	1.72	7.65	4.94	0.32	14.62	4.35	11.93	10.69	7.76	7.72
ENSG00000129946	SHC2	0.01	0	0	0	0	0	0.03	0	0.38	0	0	0.03	0	0	0	0	0	0	0	0.01	0.23	0	0	0
ENSG00000129951	PLPPR3	0.27	0.28	1.11	0.85	0.12	1.66	0.53	4.71	0.57	1.02	1.24	3.04	11.48	2.35	0.14	3.33	0.01	0	0	0.72	0.26	0.17	0.4	0.99
ENSG00000129965	INS-IGF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000129968	ABHD17A	3.3	4.44	9.8	3.68	4.04	4.26	5.57	7.34	3.34	10.03	1.46	5.97	5.5	19.18	6.33	8.58	7.1	1.87	18.6	4.85	17.62	43.81	27.24	41.61
ENSG00000129988	LBP	0	0	0	0	0.09	0	0	0	0.02	0	0	0	0.35	0	0	0	0	0	0	0	0.17	0.06	0	0.03
ENSG00000129990	SYT5	0.06	0.02	0.01	0.26	0.42	0.06	0.04	0.01	0.03	0.05	0.03	0.04	0.09	1.52	0.04	0.03	0.11	0.02	0.01	0.11	0.05	0.1	0.41	2
ENSG00000129991	TNNI3	0	0	0.61	0	0.08	0.93	0	0	0	0	8.37	0	1.62	0.67	0	0	0	0.08	0	0.04	0	0	0.4	0.47
ENSG00000129993	CBFA2T3	1.32	2.28	2.8	4.39	4.13	3.9	2.79	1.07	1.65	3.77	4.52	0.88	3.27	6.37	0.79	4.19	0.94	2.24	0.71	1.59	0.79	2.29	2.51	10.06
ENSG00000130005	GAMT	1.47	5.32	8.25	6.87	7.59	4.78	3.9	2.92	4.51	3.89	3.77	2.99	10.36	13.16	1.31	2.04	0.78	2.59	10.89	5.75	15.01	11.06	12.24	12.65
ENSG00000130021	PUDP	2.82	2.33	2.09	1.05	0.53	3.92	2.67	1.85	0.87	3.12	0.06	1.92	1.6	2.18	1.35	1.96	2.03	0.26	0.52	0.87	2.95	5.99	5.69	2.45
ENSG00000130023	ERMARD	1.33	8.01	8	6.89	12.32	5.44	7.09	12.32	2.8	11.83	9.12	5.06	12.57	14.57	2.87	15.52	12.61	0.02	7.34	4.45	11.26	6.36	8.99	11.5
ENSG00000130024	PHF10	27.4	41.55	48.97	30.76	27.77	22.46	25.72	33.4	38.7	24.89	25.86	39.94	22.59	16.32	34.15	35.89	24.56	37.17	37.51	30.77	22.31	23.63	23.4	22.21
ENSG00000130032	PRRG3	0.31	0.54	0.56	2.71	2.6	0.44	1.01	0.65	1.03	1.19	0.57	1.55	4.88	4.74	4.08	2.83	0.52	0.41	0.96	0.83	4.03	2.86	3.26	16.34
ENSG00000130035	GALNT8	0	0	0.82	0.02	0.02	0	0	0	0	0	0	0	0.16	0	0.01	0.01	0	0	0	0	1.83	0.19	0	0
ENSG00000130037	KCNA5	0	0.02	0.04	0.02	0	0	0	0	0	0	0.1	0	0.03	1.52	0.08	0	0.26	0	0	0	0	0	0.04	0
ENSG00000130038	CRACR2A	1.46	5.76	6.55	4.45	3.51	4.3	4.61	4.95	4.69	2.29	3.51	7.92	7.3	2.4	3.49	4.04	2.86	4.47	8.94	3.16	5.71	10.27	6.89	8.48
ENSG00000130045	NXNL2	0.01	0	0.01	0.28	0.27	0	0.02	0.01	0	0.01	0	0.37	0.07	0.09	0.37	1.14	0	0.03	0.21	0.03	0.34	0	0.22	0.12
ENSG00000130052	STARD8	0.7	0.81	0.68	0.55	0.55	0.84	1.07	0.11	2.15	0.62	1.05	0.64	1.69	0.8	0.16	2.11	0.49	2.08	0.35	0.23	0.42	0.72	0.55	1.07
ENSG00000130054	NALF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.17	0.76
ENSG00000130055	GDPD2	0.01	0.01	0.02	0	0	0	0	0	0.02	0.01	0	0.04	0.01	0.01	0.04	0	0.01	0	0	0	0.03	0.01	0.02	0.02
ENSG00000130066	SAT1	517.55	381.89	336.04	178.15	196.96	729.77	678.71	242.89	2012.79	1200.41	811.51	2352.17	107.85	290.45	608.57	858.99	291.51	959.7	364.06	1283.49	132.83	157	135.85	156.56
ENSG00000130119	GNL3L	11.66	13.23	17.26	12.41	10.66	18.49	23.6	17.75	6.26	12.96	12.74	14.7	13.88	13.57	14.87	17.38	11.44	7.13	8.67	8.56	14.52	14.29	13.68	18.45
